config,seqno,query,duration
"trenz4bee-3mo-2017-07-26",1,"q03",386.517000
"trenz4bee-3mo-2017-07-26",2,"q14",5568.886000
"trenz4bee-3mo-2017-07-26",3,"q11",309.842000
"trenz4bee-3mo-2017-07-26",4,"q13",368.204000
"trenz4bee-3mo-2017-07-26",5,"q04",169.217000
"trenz4bee-3mo-2017-07-26",6,"q18",256.859000
"trenz4bee-3mo-2017-07-26",7,"q05",685.461000
"trenz4bee-3mo-2017-07-26",8,"q08",15017.292000
"trenz4bee-3mo-2017-07-26",9,"q02",46717.802000
"trenz4bee-3mo-2017-07-26",10,"q06",899.632000
"trenz4bee-3mo-2017-07-26",11,"q12",439.163000
"trenz4bee-3mo-2017-07-26",12,"q16",867.444000
"trenz4bee-3mo-2017-07-26",13,"q15",2719.404000
"trenz4bee-3mo-2017-07-26",14,"q01",447.563000
"trenz4bee-3mo-2017-07-26",15,"q16",1007.730000
"trenz4bee-3mo-2017-07-26",16,"q03",164.215000
"trenz4bee-3mo-2017-07-26",17,"q14",5526.221000
"trenz4bee-3mo-2017-07-26",18,"q05",926.591000
"trenz4bee-3mo-2017-07-26",19,"q18",258.687000
"trenz4bee-3mo-2017-07-26",20,"q04",382.522000
"trenz4bee-3mo-2017-07-26",21,"q11",629.147000
"trenz4bee-3mo-2017-07-26",22,"q15",3053.068000
"trenz4bee-3mo-2017-07-26",23,"q08",14438.289000
"trenz4bee-3mo-2017-07-26",24,"q06",490.264000
"trenz4bee-3mo-2017-07-26",25,"q01",307.075000
"trenz4bee-3mo-2017-07-26",26,"q13",175.576000
"trenz4bee-3mo-2017-07-26",27,"q02",45453.967000
"trenz4bee-3mo-2017-07-26",28,"q12",442.010000
"trenz4bee-3mo-2017-07-26",29,"q06",487.805000
"trenz4bee-3mo-2017-07-26",30,"q12",1048.541000
"trenz4bee-3mo-2017-07-26",31,"q03",185.762000
"trenz4bee-3mo-2017-07-26",32,"q08",14489.057000
"trenz4bee-3mo-2017-07-26",33,"q16",1188.715000
"trenz4bee-3mo-2017-07-26",34,"q05",514.959000
"trenz4bee-3mo-2017-07-26",35,"q04",167.638000
"trenz4bee-3mo-2017-07-26",36,"q14",5486.643000
"trenz4bee-3mo-2017-07-26",37,"q02",45762.620000
"trenz4bee-3mo-2017-07-26",38,"q18",636.676000
"trenz4bee-3mo-2017-07-26",39,"q13",195.692000
"trenz4bee-3mo-2017-07-26",40,"q01",487.624000
"trenz4bee-3mo-2017-07-26",41,"q15",2379.098000
"trenz4bee-3mo-2017-07-26",42,"q11",1058.675000
"trenz4bee-3mo-2017-07-26",43,"q16",845.243000
"trenz4bee-3mo-2017-07-26",44,"q15",2467.518000
"trenz4bee-3mo-2017-07-26",45,"q02",47351.536000
"trenz4bee-3mo-2017-07-26",46,"q01",284.182000
"trenz4bee-3mo-2017-07-26",47,"q14",5552.631000
"trenz4bee-3mo-2017-07-26",48,"q08",14802.862000
"trenz4bee-3mo-2017-07-26",49,"q12",275.155000
"trenz4bee-3mo-2017-07-26",50,"q04",595.173000
"trenz4bee-3mo-2017-07-26",51,"q13",597.765000
"trenz4bee-3mo-2017-07-26",52,"q03",367.832000
"trenz4bee-3mo-2017-07-26",53,"q11",673.388000
"trenz4bee-3mo-2017-07-26",54,"q05",357.804000
"trenz4bee-3mo-2017-07-26",55,"q06",275.483000
"trenz4bee-3mo-2017-07-26",56,"q18",248.339000
"trenz4bee-3mo-2017-07-26",57,"q16",758.502000
"trenz4bee-3mo-2017-07-26",58,"q04",176.649000
"trenz4bee-3mo-2017-07-26",59,"q03",185.132000
"trenz4bee-3mo-2017-07-26",60,"q05",693.552000
"trenz4bee-3mo-2017-07-26",61,"q02",46436.220000
"trenz4bee-3mo-2017-07-26",62,"q13",196.490000
"trenz4bee-3mo-2017-07-26",63,"q01",678.169000
"trenz4bee-3mo-2017-07-26",64,"q08",14492.826000
"trenz4bee-3mo-2017-07-26",65,"q06",281.725000
"trenz4bee-3mo-2017-07-26",66,"q18",458.248000
"trenz4bee-3mo-2017-07-26",67,"q11",559.925000
"trenz4bee-3mo-2017-07-26",68,"q12",237.422000
"trenz4bee-3mo-2017-07-26",69,"q14",5311.416000
"trenz4bee-3mo-2017-07-26",70,"q15",2647.521000
"trenz4bee-3mo-2017-07-26",71,"q13",402.342000
"trenz4bee-3mo-2017-07-26",72,"q14",5532.656000
"trenz4bee-3mo-2017-07-26",73,"q11",717.609000
"trenz4bee-3mo-2017-07-26",74,"q16",993.276000
"trenz4bee-3mo-2017-07-26",75,"q18",1084.962000
"trenz4bee-3mo-2017-07-26",76,"q05",537.929000
"trenz4bee-3mo-2017-07-26",77,"q12",261.050000
"trenz4bee-3mo-2017-07-26",78,"q06",296.699000
"trenz4bee-3mo-2017-07-26",79,"q04",588.481000
"trenz4bee-3mo-2017-07-26",80,"q03",169.049000
"trenz4bee-3mo-2017-07-26",81,"q15",2370.276000
"trenz4bee-3mo-2017-07-26",82,"q02",45276.776000
"trenz4bee-3mo-2017-07-26",83,"q08",14903.620000
"trenz4bee-3mo-2017-07-26",84,"q01",294.897000
"trenz4bee-3mo-2017-07-26",85,"q13",313.734000
"trenz4bee-3mo-2017-07-26",86,"q11",334.871000
"trenz4bee-3mo-2017-07-26",87,"q12",243.277000
"trenz4bee-3mo-2017-07-26",88,"q04",176.039000
"trenz4bee-3mo-2017-07-26",89,"q06",260.637000
"trenz4bee-3mo-2017-07-26",90,"q18",471.989000
"trenz4bee-3mo-2017-07-26",91,"q14",5429.428000
"trenz4bee-3mo-2017-07-26",92,"q03",200.561000
"trenz4bee-3mo-2017-07-26",93,"q16",600.850000
"trenz4bee-3mo-2017-07-26",94,"q05",497.721000
"trenz4bee-3mo-2017-07-26",95,"q02",46467.402000
"trenz4bee-3mo-2017-07-26",96,"q01",289.139000
"trenz4bee-3mo-2017-07-26",97,"q15",2536.159000
"trenz4bee-3mo-2017-07-26",98,"q08",14181.302000
"trenz4bee-3mo-2017-07-26",99,"q15",2910.102000
"trenz4bee-3mo-2017-07-26",100,"q11",1024.116000
"trenz4bee-3mo-2017-07-26",101,"q08",14352.105000
"trenz4bee-3mo-2017-07-26",102,"q14",5327.773000
"trenz4bee-3mo-2017-07-26",103,"q04",364.065000
"trenz4bee-3mo-2017-07-26",104,"q12",220.656000
"trenz4bee-3mo-2017-07-26",105,"q06",463.083000
"trenz4bee-3mo-2017-07-26",106,"q13",165.500000
"trenz4bee-3mo-2017-07-26",107,"q01",255.995000
"trenz4bee-3mo-2017-07-26",108,"q05",303.154000
"trenz4bee-3mo-2017-07-26",109,"q02",46018.613000
"trenz4bee-3mo-2017-07-26",110,"q03",597.538000
"trenz4bee-3mo-2017-07-26",111,"q18",241.419000
"trenz4bee-3mo-2017-07-26",112,"q16",795.464000
"trenz4bee-3mo-2017-07-26",113,"q12",432.743000
"trenz4bee-3mo-2017-07-26",114,"q06",465.692000
"trenz4bee-3mo-2017-07-26",115,"q13",981.459000
"trenz4bee-3mo-2017-07-26",116,"q02",45301.120000
"trenz4bee-3mo-2017-07-26",117,"q18",275.308000
"trenz4bee-3mo-2017-07-26",118,"q03",153.675000
"trenz4bee-3mo-2017-07-26",119,"q04",603.597000
"trenz4bee-3mo-2017-07-26",120,"q16",851.575000
"trenz4bee-3mo-2017-07-26",121,"q15",3699.352000
"trenz4bee-3mo-2017-07-26",122,"q01",552.310000
"trenz4bee-3mo-2017-07-26",123,"q14",5379.023000
"trenz4bee-3mo-2017-07-26",124,"q05",626.864000
"trenz4bee-3mo-2017-07-26",125,"q08",14840.770000
"trenz4bee-3mo-2017-07-26",126,"q11",331.899000
"trenz4bee-3mo-2017-07-26",127,"q06",456.607000
"trenz4bee-3mo-2017-07-26",128,"q13",641.806000
"trenz4bee-3mo-2017-07-26",129,"q08",14428.380000
"trenz4bee-3mo-2017-07-26",130,"q03",355.239000
"trenz4bee-3mo-2017-07-26",131,"q18",255.313000
"trenz4bee-3mo-2017-07-26",132,"q14",5238.282000
"trenz4bee-3mo-2017-07-26",133,"q11",592.728000
"trenz4bee-3mo-2017-07-26",134,"q05",482.869000
"trenz4bee-3mo-2017-07-26",135,"q01",272.639000
"trenz4bee-3mo-2017-07-26",136,"q02",45566.804000
"trenz4bee-3mo-2017-07-26",137,"q04",191.250000
"trenz4bee-3mo-2017-07-26",138,"q16",809.400000
"trenz4bee-3mo-2017-07-26",139,"q15",2523.494000
"trenz4bee-3mo-2017-07-26",140,"q12",436.065000
"trenz4bee-3mo-2017-07-26",141,"q05",267.201000
"trenz4bee-3mo-2017-07-26",142,"q03",374.181000
"trenz4bee-3mo-2017-07-26",143,"q11",374.821000
"trenz4bee-3mo-2017-07-26",144,"q14",5353.356000
"trenz4bee-3mo-2017-07-26",145,"q12",438.808000
"trenz4bee-3mo-2017-07-26",146,"q01",261.608000
"trenz4bee-3mo-2017-07-26",147,"q04",349.921000
"trenz4bee-3mo-2017-07-26",148,"q02",46550.246000
"trenz4bee-3mo-2017-07-26",149,"q08",15076.943000
"trenz4bee-3mo-2017-07-26",150,"q13",376.361000
"trenz4bee-3mo-2017-07-26",151,"q18",233.517000
"trenz4bee-3mo-2017-07-26",152,"q06",254.354000
"trenz4bee-3mo-2017-07-26",153,"q15",2417.375000
"trenz4bee-3mo-2017-07-26",154,"q16",935.613000
"trenz4bee-3mo-2017-07-26",155,"q02",45021.487000
"trenz4bee-3mo-2017-07-26",156,"q04",376.372000
"trenz4bee-3mo-2017-07-26",157,"q14",5687.389000
"trenz4bee-3mo-2017-07-26",158,"q15",2284.418000
"trenz4bee-3mo-2017-07-26",159,"q05",273.937000
"trenz4bee-3mo-2017-07-26",160,"q01",1004.599000
"trenz4bee-3mo-2017-07-26",161,"q06",465.369000
"trenz4bee-3mo-2017-07-26",162,"q03",784.679000
"trenz4bee-3mo-2017-07-26",163,"q13",376.637000
"trenz4bee-3mo-2017-07-26",164,"q18",654.184000
"trenz4bee-3mo-2017-07-26",165,"q08",14181.580000
"trenz4bee-3mo-2017-07-26",166,"q12",238.810000
"trenz4bee-3mo-2017-07-26",167,"q11",455.319000
"trenz4bee-3mo-2017-07-26",168,"q16",972.968000
"trenz4bee-3mo-2017-07-26",169,"q14",5563.282000
"trenz4bee-3mo-2017-07-26",170,"q11",900.457000
"trenz4bee-3mo-2017-07-26",171,"q02",46407.035000
"trenz4bee-3mo-2017-07-26",172,"q06",470.893000
"trenz4bee-3mo-2017-07-26",173,"q12",223.047000
"trenz4bee-3mo-2017-07-26",174,"q08",15189.124000
"trenz4bee-3mo-2017-07-26",175,"q13",377.651000
"trenz4bee-3mo-2017-07-26",176,"q18",252.060000
"trenz4bee-3mo-2017-07-26",177,"q16",559.158000
"trenz4bee-3mo-2017-07-26",178,"q05",428.662000
"trenz4bee-3mo-2017-07-26",179,"q04",373.659000
"trenz4bee-3mo-2017-07-26",180,"q01",266.126000
"trenz4bee-3mo-2017-07-26",181,"q03",154.491000
"trenz4bee-3mo-2017-07-26",182,"q15",2348.064000
"trenz4bee-3mo-2017-07-26",183,"q04",154.223000
"trenz4bee-3mo-2017-07-26",184,"q13",175.483000
"trenz4bee-3mo-2017-07-26",185,"q01",474.491000
"trenz4bee-3mo-2017-07-26",186,"q06",253.151000
"trenz4bee-3mo-2017-07-26",187,"q08",14743.008000
"trenz4bee-3mo-2017-07-26",188,"q11",369.826000
"trenz4bee-3mo-2017-07-26",189,"q16",592.078000
"trenz4bee-3mo-2017-07-26",190,"q18",924.065000
"trenz4bee-3mo-2017-07-26",191,"q03",389.096000
